,x
11, 세월호 침몰 참사에 배우 겸 플로리스트 공현주가 무사귀환을 염원했다 지난 일 공현주는 자신의 트위터에 해바라기의 꽃말은 기다림과 그리움이라고 합니다 일편단심 태양만을 바라보는 해바라기의 마음과 세월호 실종자분들의 무사귀환을 염원하는 지금 우리의 마음이 서로 닮아보입니다 부디 무사히 가족의 품으로라는 글과 함께 노란 해바라기 사진을 게재했다 세월호 침몰 참사 공현주 발언에 누리꾼들은 세월호 침몰 제발 귀환을 간절히 바랍니다 세월호 침몰 노란리본 캠페인과 비슷하네요 세월호 침몰 진짜 제발 기적이 있다면 좋겠어요 등의 반응을 보였다 한편 공현주는 주말드라마 호텔킹에 출연 중이다 
12, 침몰한 세월호와 함께 인천제주 항로를 오가던 청해진해운의 오하마나호號 또한 세월호처럼 무리한 구조변경을 했다는 의혹이 커지고 있다 년 일본 미쓰비시三菱중공업이 건조한 오하마나호는 년 청해진해운이 들여와 인천제주 노선에 투입했다 일본에서 운항할 당시 오하마나호의 여객 정원은 명 컨테이너는 개까지 적재할 수 있었다 총 톤수는 이었다 하지만 청해진해운이 이 배를 국내에 도입하면서 총톤수는 으로  줄였지만 여객정원은 명에서 명이 늘어난 명이 됐다 배를 수직 증축해 여객정원을 명 늘린 세월호보다 더 많은 숫자다 오하마나호는 내부 객실 개조만을 통해 여객정원을 늘린 것으로 알려졌다 화물을 선적할 수 있는 재화중량화물 총중량도 크게 늘었다 개로 제한됐던 컨테이너 화물을 개까지 선적할 수 있도록 선사 측이 조선소를 통해 배의 구조를 변경한 것이다 이처럼 선박을 증축하지 않고도 내부 공간 만을 활용해 정원을 늘리고 재화중량을 늘린 것에 대해 한국선급이 제대로 검사를 했는지 문제 또한 불거졌다 전문가들은 경영난에 시달리던 청해진해운이 여객과 화물을 더 싣기 위해 무리하게 과적과 증축을 계속했고 이 때문에 선박 복원력이 떨어진 상태에서 무게 중심을 잃어 세월호가 침몰했을 가능성에 무게를 두고 있다 세월호 침몰 사고 정도는 아니었지만 오하마나호 역시 수차례 사고에 시달렸다 오하마나호는 년 월과 월 년 월 세차례 충돌사고를 냈지만 선장 견책등 항해사 개월 자격정지 등 가벼운 처벌을 받았다 지난해 월엔 연료탱크 이상으로 해상에서 시간 이상 표류해 승객 여명이 바다 위에서 불안에 떨기도 했다 한편 세월호 선사와 선주에 대한 수사를 진행하고 있는 검찰은 일 세월호 선사의 실소유주인 유병언 전 세모그룹 회장과 유 전 회장의 두 아들 자택 등 여곳에 대해 압수수색을 실시했다 앞서 유 전 회장 일가와 청해진해운 관계자 등 여명에 대해선 출국금지 조치했다 
13, 세월호 침몰 참사에 실종자들의 무사귀환을 바라는 하나의 작은 움직임이 큰 기적을의 의미를 가진 노란리본달기 캠페인에 동참하는 스타들 모습이 화제다 지난 일 대학생 연합 동아리 는 세월호 침몰 사고 실종자들의 무사귀환을 바라는 의미로 하나의 작은 움직임이 큰 기적을이라는 뜻을 담은 노란리본달기 캠페인을 시작했다 이에 많은 스타들이 동참하고 있는 가운데 김재중과 제국의아이들 임시완 역시 최근 자신의 트위터 프로필을 하나의 작은 움직임이 큰 기적을이라는 글귀가 적힌 노란리본달기 캠페인 로고로 변경해 눈길을 끈다 세월호 침몰 노란리본달기 캠페인 참여 모습을 본 누리꾼들은 세월호 침몰 노란리본달기 캠페인 제발 기적처럼 돌아오길 세월호 침몰 노란리본달기 캠페인해서 기적이 일어났으면 좋겠어요 세월호 침몰 노란리본달기 캠페인에 더 많은 사람들이 동참하길 바랍니다 등의 반응을 보였다 
14, 김규리가 세월호 침몰에 애틋한 마음을 전했다 일 새벽 배우 김규리는 자신의 트위터에 미안해아이들아라는 글과 함께 노란리본이 무수히 메달린 나무의 이미지를 게재했다 세월호 침몰 실종자들의 무사귀환을 바라는 염원을 담아 노란 리본 달기 캠페인은 빠른 속도로 확산되고 있다 하나의 움직임이 큰 기적을이라는 문구를 담은 노란 리본 달기 캠페인은 제 차 세계대전 당시 미국에서 전쟁터에 가있는 병사 인질 또는 포로로 잡혀간 사람의 조속한 무사귀환을 바라는 뜻으로 노란 리본을 나무에 묶어 기다린데서 유래됐으며 현재는 무사히 돌아오길 바란다는 상징적인 의미로 통용되고 있다 이에 김규리 역시 노란 리본을 단 나무로 노란리본 캠페인에 동참하며 자신의 애틋한 마음을 보여준 것 김규리 노란 리본 캠페인에 누리꾼들은 세월호 침몰에 너무 억울하고 화가 나네요 세월호 침몰에 슬퍼서 도저히 잠이 안오네요 하나의 움직임이 큰 기적을 등의 반응을 보였다 
15, 세월호 침몰 참사 노란리본 캠페인에 김재중 역시 동참했다 김재중은 최근 자신의 트위터 프로필 사진을 하나의 작은 움직임이 큰 기적을이라고 적혀 있는 노란리본 캠페인 사진으로 변경했다 김재중 외에도 배우 김소현 김규리 남규리 박광현 등 많은 유명인사들이 프로필 사진을 노란리본으로 변경하며 세월호 침몰 참사에 대한 염원을 전했다 특히 심은진은 노란리본 저작권 루머에 직접 그린 노란리본 사진을 게재하기도 하는 등 재능기부를 했다 세월호 침몰 참사 노란리본 캠페인에 누리꾼들은 세월호 침몰 노란리본 캠페인 진짜 기적이 있길 세월호 침몰 제발 돌아와줘 세월호 침몰 벌써 일째네요 기적이 있을까요 등의 반응을 보였다 
16, 아무리 월이 잔인한 달이라지만 이렇게까지 잔인해야 하는가 일주일째 계속되고 있는 세월호 참사는 우리 모두의 가슴을 태우고 있다 배에 갇혀 있던 아이들이 어떤 일을 겪었을지는 상상하기조차 어렵다 이 아이들을 생각하면 일상을 살고 있는 것이 죄스럽기까지 하다 천재天災 때는 우울감이 찾아들게 된다 자연의 힘 앞에 인간은 너무나 미약한 존재라는 것을 인식하는 데서 오는 무기력감이다 그런데 지금 우리 사회는 우울과 절망 낙담과 비탄 죄책감의 집단 트라우마가 어느새 집단 분노로 퍼지고 있다 인간에 대한 실망과 원망으로 인한 국민의 분노가 극에 치닫고 있다 사고를 막지 못한 것에서 사고 후의 대처까지 어느 하나 명확한 것이 없다 자신의 지위와 역할을 다하지 못한 선장과 승무원의 무책임 이리저리 책임을 전가하면서 자신의 몸만 지키려는 공무원의 안일 온 국민의 슬픔과 오열을 무색하게 만드는 장난질 메시지 희생자와 유족에 대한 잔인한 인신공격과 비겁한 비아냥거림 남의 불행이 곧 나의 행복이라는 듯 불행을 비웃고 있는 인간의 추악한 모습이다 이 모든 것에 우리는 분노를 느낀다 이런 분노가 사회 전반에 대한 불신 정부와 정치인에 대한 배신감을 초래할 수 있다 더 나아가 혼란과 혼돈이 우리 사회를 세월호처럼 침몰하게 만들 수 있다 인간의 감정 중 두려움슬픔혐오감불안 같은 것은 그런 정서를 일으키는 대상을 회피하고 멀어지는 행동을 하게 한다 그런데 분노는 조금 다르다 이것은 좀 더 적극적인 힘을 갖고 있다 생산적인 행동을 하도록 동기 부여를 한다 한 심리학 실험에서 중립적 표정 두려운 표정 분노의 표정을 보게 하고 행동을 관찰했다 그 결과 사람들은 분노의 표정을 볼 때 스크린 판에 놓여 있는 물건을 얻으려고 손을 더 뻗치거나 힘을 더욱 강하게 가했다 이렇듯 분노란 인간의 목표 접근 욕구를 강화한다 목표 성취를 더 강렬하게 원하게 하고 이를 위해 적극적으로 행동하게 이끈다 진정한 분노란 단순한 감정 폭발이나 무분별한 군중행동이 아니다 그것은 사회를 변화시키는 원동력이다 충분히 분노하고 그 분노로 우리 사회를 성장시켜야 한다 외상外傷을 경험한 후에 더욱 강인한 힘이 생기듯이 외상 후 분노 성장이 필요한 것이다 그렇게 해서 우리 사회의 여러 병폐를 고쳐나가야 한다 이번 사건의 원인과 결과는 분명하게 규명해야 한다 책임은 분명하게 져야 하고 처벌은 단호해야 한다 각 직업에 대한 직업윤리 의식과 책임감도 강화돼야 한다 안전 관련 정책은 다시 점검해야 한다 무엇보다 이번 사고 피해자인 학생과 학부모에 대한 심리적 대책이 시급하게 마련돼야 한다 이들에게 즉각적 상담과 치료뿐 아니라 년 이상의 장기적 심리 치료가 무상 제공되는 정부의 지원과 정책이 필요하다 외상 후 스트레스는 단시간에 치료되지 않는 장기적 장애이기 때문이다 세월호 참사가 남긴 상처는 세월이 지난다고 치유되지 않는다 우리 사회의 병폐와 미성숙한 단면을 여지없이 드러낸 국가적인 참사이고 국가 정책 차원의 대책과 치유가 따라야 할 것이다 대한민국이 세월호처럼 침몰하는 것을 막기 위해서 그렇게 해야 한다 
17, 세월호 침몰 청해진해운 직원  구원파 신도오대양사건과 관련돼 세월호 선사인 청해진해운의 실소유주가 세모그룹 유병언 전 회장 일가로 드러난 가운데 세월호 이준석 선장을 비롯한 선원 상당수가 기독교복음침례회인 구원파 신도라는 정황이 포착됐다 일 가 인터뷰한 청해진해운 전 직원은  이상이 신도라고 볼 수 있다 구원파 신도가 아니더라도 교육 등을 통해서 신도를 만들고라며 이준석 선장 같은 경우는 원래는 부인이 신도였다 본인은 절실하지 않았는데 해운사 들어와서 집회도 참석하고 좀 신실해졌다라고 밝혔다 또 다른 해운업계 관계자 역시 거의 선원들은 구원파 교인이라든가 교인이 아니면 채용하지 않는다는 소문도 들었다고 를 통해 말했다 유병언 전 회장은 기독교 주요 교단에서 이단 규정을 받은 기독교복음침례회 즉 구원파의 목사로 활동한 바 있다 과거 오대양 사건과 관련된 사기 혐의로 지난 년 징역 년을 선고받았으나 항소심에서 년으로 최종 확정됐다 세월호 침몰구원파오대양사건 소식을 접한 네티즌은 세월호 침몰구원파오대양사건 어디서 고리를 끊어야할지 세월호 침몰구원파오대양사건 아 정말 무섭다 세월호 침몰구원파오대양사건 오늘은 생존자가 나왔으면 좋겠네요 세월호 침몰구원파오대양사건 사이비종교 진짜 싫다 등의 반응을 보였다 
18, 배우 박신혜가 세월호 침몰 사고 구조를 위해 천만 원을 기부한 사실을 뒤늦게 알려졌다 박신혜의 기부 소식에 소속사 측은 더스타와의 통화에서 박신혜가 개인적으로 조용히 기부한 건데 알려진 것 같다 박신혜가 세월호 침몰 사고 소식을 듣고 굉장히 마음 아파했는데 이렇게 기특한 일을 했을 줄은 몰랐다 박신혜의 기부 사실을 듣고 소속사에서도 잘했다고 칭찬했다고 밝혔다 이어 세월호 침몰 사고로 고통받는 유족과 실종자 가족들을 위해 잘 쓰였으면 좋겠다고 덧붙였다 앞서 박신혜는 지난 일 자신의 트위터에 제발 제발 무사하길 더 이상 피해가 없길 많은 이들이 가족의 품으로 돌아오길 기도하고 또 기도한다는 글을 게재하며 세월호 참사에 안타까운 심경을 드러내기도 했다 한편 세월호 침몰 참사 기부 행렬이 이어지고 있는 가운데 박신혜를 비롯해 방송인 박경림이 천만 원을 배우 유하나야구선수 이용규한화 이글스 부부가 천만 원 팝스타 톱 출신 한희준이 행사 수익금 천만 원 래퍼 산이가 천만 원을 기부한 것으로 알려졌다 
19, 세월호 침몰 참사에 배우 박신혜가 기부금을 전한 사실이 뒤늦게 알려졌다 박신혜의 기부 소식에 소속사 측은 박신혜가 개인적으로 조용히 기부한 건데 알려진 것 같다 박신혜가 세월호 침몰 사고 소식을 듣고 굉장히 마음 아파했는데 이렇게 기특한 일을 했을 줄은 몰랐다 박신혜의 기부 사실을 듣고 소속사에서도 잘했다고 칭찬했다고 밝혔다 세월호 침몰 박신혜 기부 소식에 누리꾼들은 세월호 침몰 박신혜 진짜 정말 좋은 배우라는 걸 다시 느낀다 세월호 침몰 남모르게 선행하려했다는게 더 예쁘다 세월호 침몰 정말 인성이 좋은 배우구나 등의 반응을 보였다 
20, 세월호 침몰 참사에 배우 차승원 억원 기부로 희생자에 애도를 표했다 지난 일 사랑의 열매 사회복지공동모금회 관계자는 어제일 배우 차승원이 사랑의 열매를 통해 억원을 기부했다 기부금은 생존자 구호활동과 피해 가족들을 위한 생필품을 지원하는데 우선 사용하고 추후 유족 대표 등과 협의해 피해자 가족들을 위해 전액 사용할 예정이다라고 밝혔다 앞서 송승헌을 시작으로 온주완 하지원 주상욱 야구선수 류현진 김광현 김연아 등 많은 유명 인사들이 세월호 침몰 참사에 기부금을 전한 바 있다 세월호 침몰 차승원 억원 기부에 누리꾼들은 세월호 침몰 차승원 억원 기부 제발 돈이 온전하게 쓰이길 바랍니다 세월호 침몰 차승원 억원 기부 일본에 억 기부한 분은 왜 소식이 없을까요 차승원 억원 기부 마음 따뜻해지는 소식이네요 등의 반응을 보였다 한편 차승원은 새 수목드라마 너희들은 포위됐다에 출연할 예정이다 
21, 배우 남규리가 세월호 침몰에 애틋한 마음을 전했다 일 남규리는 자신의 트위터에 우리 모두라는 글과 함께 노란리본 캠페인 하나의 작은 움직임이 큰 기적을이라는 문구가 새겨진 노란리본 이미지를 게재했다 세월호 침몰 실종자들의 무사귀환을 바라는 염원을 담아 노란 리본 달기 캠페인은 빠른 속도로 확산되고 있다 하나의 움직임이 큰 기적을이라는 문구를 담은 노란 리본 달기 캠페인은 제 차 세계대전 당시 미국에서 전쟁터에 가있는 병사 인질 또는 포로로 잡혀간 사람의 조속한 무사귀환을 바라는 뜻으로 노란 리본을 나무에 묶어 기다린데서 유래됐으며 현재는 무사히 돌아오길 바란다는 상징적인 의미로 통용되고 있다 남규리 역시 노란 리본으로 자신의 마음을 전한 것 이에 누리군들은 세월호 침몰 그들을 위해 기도를 세월호 침몰 하나의 작은 움직임이 큰 기적을 이 말을 믿어요 세월호 침몰 희생자들을 위해 기도할게요 등의 반응을 보였다 
22, 세월호 침몰 참사 노란리본 캠페인에 박광현이 동참했다 지난 일 배우 박광현은 자신의 트위터에 제 트윗을 방문한 모든 분들 노란 리본을 달아주세요  기적을 바라봅니다라는 글과 함께 하나의 작은 움직임이 큰 기적을이라고 적힌 노란리본 캠페인 사진을 게재했다 박광현은 앞서 지난 일에도 얼마나 추울까 얼마나 무서울까 견디고 버텨주세요 제발요 기적이 일어날겁니다 꼭이요 주여 주님의 입김으로 공기를 마르지 않게 하시고 주님의 능력으로 저들을 감싸주소서 예수님의 이름으로 기도합니다라는 글로 세월호 침몰 참사에 애도를 전했다 세월호 침몰 하나의 작은 움직임이 큰 기적을 노란리본 캠페인에 누리꾼들은 세월호 침몰 노란리본 달아서 아이들만 돌아올 수 있다면 하나의 작은 움직임이 큰 기적을 간절히 바랍니다 하나의 작은 움직임이 큰 기적을 제발 기적처럼 살아줘 세월호 침몰 노란리본 캠페인 진짜 단 한명만이라도 살아줘 제발 등의 반응을 보였다 
