,x
11, 세월호 침몰 관련 거짓 인터뷰를 한 홍가혜 경찰 출두한 가운데 글이 다시 논란이 되고 있다 일 경찰청 지능범죄수사과는 홍가혜가 일 밤 시 분쯤 경북 구미에서 택시를 타고 전남지방경찰청으로 자진 출석했다고 밝혔다 앞서 홍가혜는 지난 일 과의 인터뷰에서 해경이 민간잠수부를 모집했지면 투입을 시키지 않고 있다 해경이 민간잠수부들에게 시간이나 때우다 가라고 했다 생존자들의 목소리를 들었다는 등의 발언을 했으나 사실이 아니라고 밝혀져 보도국장이 공식사과를 전하기도 했다 이러한 허위인터뷰 논란에 휩싸인 홍가혜로 추정되는 트위터에 내가 에 출연한게 그렇게 부럽냐 꼬우면 니네들도 현장에 와서 얼굴 맞대고 얘기해 보든가 이러다 나 영화배우 데뷔하는거 아닌가 몰라라는 글을 남기기도 했다 현재 이 글을 삭제된 상태 파문이 확산되자 홍가혜는 휴대전화 전원을 끈 채 잠적했으나 해경의 명예를 훼손했다고 판단한 경찰은 홍가혜 씨를 피의자 신분으로 전환하고 법원으로부터 체포영장을 발부 받아 강제구인에 나섰고 결국 홍가혜 씨가 자진 출석을 한 것 경찰은 홍가혜 씨에게 출판문 등에 의한 명예훼손 혐의를 적용할 방침이다 세월호 침몰 홍가혜 경찰 출두 소식에 누리꾼들은 세월호 침몰 홍가혜 경찰 출두 진짜 역대급이다 세월호 침몰 홍가혜 경찰 출두 국민들의 마음에 상처를 심하게 줬네요 세월호 침몰 홍가혜 경찰 출두꼭 구속되길 등의 반응을 보였다 
12, 세월호 침몰 거짓 인터뷰 논란으로 홍가혜 경찰 출두한 가운데 민간 잠수부라 칭하지 않았다고 밝혀 다시금 논란이 되고 있다 일 경찰청 지능범죄수사과에 따르면 홍가혜가 일 밤 시 분쯤 경북 구미에서 택시를 타고 전남지방경찰청으로 자진 출석해 세월호 침몰 사고 허위 인터뷰에 대한 차 조사에 임했다 조사 과정에서 홍가혜는 봉사 활동을 하러 진도로 향하던 중 한 민간 잠수부로부터 현장 상황이 원활치 않음을 듣고 방송을 통해 이를 전달했으며 스스로 민간 잠수부라고 칭한 적이 없다고 말한 것으로 알려졌다 앞서 홍가혜 씨는 지난 일 과의 인터뷰에서 해경이 민간잠수부를 모집했지면 투입을 시키지 않고 있다 해경이 민간잠수부들에게 시간이나 때우다 가라고 했다 생존자들의 목소리를 들었다는 등의 발언을 했으나 사실이 아니라고 밝혀져 보도국장이 공식사과를 하기도 했다 세월호 침몰 허위 인터뷰를 진행한 홍가혜의 주장에 누리꾼들은 세월호 침몰 홍가혜 경찰 출두했구나 결국엔 홍가혜 경찰 출두 민간 잠수부 코스프레 제대로 하고 그런 적 없긴 홍가혜 경찰 출두 트위터보면 완전 민간잠수부던데 세월호 침몰에 저런 관심종자가 있어서 슬프다 등의 반응을 보였다 
13, 세월호 침몰 관련 거짓 인터뷰를 한 홍가혜 체포영장 발부돼 자진출석 한 가운데 과거 행적이 화제다 일 경찰청 지능범죄수사과는 홍가혜가 일 밤 시 분쯤 경북 구미에서 택시를 타고 전남지방경찰청으로 자진 출석했다고 밝혔다 앞서 홍가혜는 지난 일 과의 인터뷰에서 해경이 민간잠수부를 모집했지면 투입을 시키지 않고 있다 해경이 민간잠수부들에게 시간이나 때우다 가라고 했다 생존자들의 목소리를 들었다는 등의 발언을 했으나 사실이 아니라고 밝혀져 보도국장이 공식사과를 전하기도 했다 결국 이러한 논란에 홍가혜에게는 체포영장이 발부되고 결국 홍가혜는 자진출석을 했다고 알려졌다 이에 홍가혜의 과거 행적이 눈길을 끈다 지난 년 홍가혜는 일본대지진 당시 도쿄 거주 교민을 자처하며 뉴스와 인터뷰를 진행했다 당시 인터뷰에서 홍가혜는 사랑하는 사람도 일본에 있고 친구들도 있고 어떻게 나 혼자 살겠다고 한국으로가는 것도 웃기고라며 일본에 남겠다고 입장을 밝혔다 세월호 침몰 홍가혜 체포영장 발부 소식에 누리꾼들은 세월호 침몰 홍가혜 체포영장 발부 진짜 역대급이다 세월호 침몰 홍가혜 체포영장 발부 국민들의 마음에 상처를 심하게 줬네요 세월호 침몰 홍가혜 체포영장 발부 꼭 구속되길 등의 반응을 보였다 
14, 세월호 침몰에 관련된 거짓인터뷰를 진행한 홍가혜 체포영장 발부 소식이 전해진 가운데 홍가혜 씨가 경찰에 자진 출석했다 일 경찰청 지능범죄수사과에 따르면 홍가혜가 일 밤 시 분쯤 경북 구미에서 택시를 타고 전남지방경찰청으로 자진 출석했다고 밝혔다 앞서 홍가혜 씨는 지난 일 과의 인터뷰에서 해경이 민간잠수부를 모집했지면 투입을 시키지 않고 있다 해경이 민간잠수부들에게 시간이나 때우다 가라고 했다 생존자들의 목소리를 들었다는 등의 발언을 했으나 사실이 아니라고 밝혀져 보도국장이 공식사과를 했다 이에 파문이 확산되자 홍가혜 씨는 휴대전화 전원을 끈 채 잠적했으나 해경의 명예를 훼손했다고 판단한 경찰은 홍가혜 씨를 피의자 신분으로 전환하고 법원으로부터 체포영장을 발부 받아 강제구인에 나섰고 결국 홍가혜 씨가 자진 출석을 한 것 경찰은 홍가혜 씨에게 출판문 등에 의한 명예훼손 혐의를 적용할 방침이다 세월호 침몰 홍가혜 체포영장 발부 소식에 누리꾼들은 세월호 침몰 홍가혜 체포영장 발부 진짜 역대급이다 세월호 침몰 홍가혜 체포영장 발부 국민들의 마음에 상처를 심하게 줬네요 세월호 침몰 홍가혜 체포영장 발부 꼭 구속되길 등의 반응을 보였다 
15, 세월호 침몰에 미쓰에이 민 역시 애도의 뜻을 전했다 일 민은 자신의 트위터에 한국을 위해 기도해주세요라는 해시태그를 적은 글과 함께 하나의 사진을 게재했다 민이 글과 함께 게재한 사진에는 태극기와 함께 민이 작성한 글귀인 가 적혀있는 모습이다 세월호 침몰 참사 미쓰에이 민의 애도글에 누리꾼들은 세월호 침몰 제발 기적이 있으면 좋겠다 세월호 침몰 참사 정말 하루하루가 가는 게 무서벤요 세월호 침몰 생존자 소식이 제발 있었으면 좋겠어요 등의 반응을 보였다 
16, 세월호가 사고 발생 두달 전 안전 검사를 받을 때 가장 중요한 검사 항목인 해상 시운전을 하지 않고도 합격 판정을 받은 것으로 드러났다 정박한 상태로 엔진 출력 확인 등 기본적인 검사만 있었고 구명정 상태도 서류로만 검사를 받았다 그 결과 개 중 개가 정상이라던 세월호의 구명정은 이번 사고에서 단 개만 제대로 펴졌다 다음은 조선 보도 원문 ☞ 해당 뉴스 조선 영상 보러가기 앵커 세월호는 두달 전에 공인된 기관에서 안전 검사를 받았습니다 그런데 핵심 검사 항목인 해상 시운전을 하지 않았던것으로 드러났습니다 그러고도 합격 판정을 받았습니다 단독 보도입니다 리포트 여객선의 안전검사 항목을 규정한 선박안전법입니다 선체와 기관 검사항목의 가장 마지막을 보면 해상 시운전을 해야 한다고 적혀 있습니다 해상 시운전은 바다에서 배를 직접 몰아보며 안정성을 확인하는 과정입니다 녹취 선박안전기술공단 관계자 바다로 나가서 후진도 해보고 속력도 한 번 올려보고 최대 몇 도까지 최대 출력에서 돌아가는지 돌아가는데 이상없는지 이런 걸 다 하고요 그런데 세월호의 검사를 담당한 한국선급은 해상 시운전을 다른 의미로 해석합니다 녹취 한국선급 관계자 정기검사라고 시운전한다는 이야기는 배가 정박돼있어 가지고 거기서 파워라든가 그런 부분을 테스트하는 당연히 세월호도 바다에 나가지 않은 채 정박한 상태에서 엔진 출력 등을 조사했습니다 한국선급은 구명정 검사도 서류만 확인했습니다 구명정 개 가운데 개가 정상이라고 판명했지만 사고 당시 펴진 건 개뿐이었습니다 해양수산부로부터 검사를 위임받은 한국선급은 해운조합과 함께 해수부 관료들의 대표적인 재취업 자리로 알려졌습니다 
17, 본선이 승객들을 탈출시키면 구조가 바로 되겠습니까세월호일 오전 시 분 세월호 인명 탈출은 선장님이 직접 판단해 탈출시키세요진도해상교통관제센터일 오전 시 분 승객 명을 태운 세월호가 침몰 직전 절체절명의 상황에서 세월호는 탑승객의 탈출 여부를 해경海警 관할의 진도해상교통센터에 묻고 진도는 선장이 최종 판단해서 탈출시킬지 결정하라고 답했다 세월호와 진도는 사고 당시 분간 교신을 했지만 서로 승객 탈출 결정을 떠넘긴 것이다 그 사이 구명조끼까지 갖춰 입은 탑승객들은 대기하라는 말만 믿고 선실에서 기다리다 탈출 기회를 잃었다 위급 상황에서 사고 선박과 간 폭탄 돌리기로 참사를 자초했다는 지적이다 한국해양대 지상원 교수는 판단력이 결여된 세월호 선장이 일차적으로 문제지만 촌각을 다투는 상황에서 도 제 역할을 못했다고 말했다 ◇승객 탈출 결정 서로 미뤄 세월호 침몰 일째인 일 해경은 세월호와 진도가 사고 당시 교신한 녹취 내용을 공개했다 녹취록에 따르면 세월호는 사고 당일인 일 오전 시 분쯤 제주에 사고 신고를 했고 약 분이 지난 오전 시 분부터 진도와 교신을 시작했다 이후 오전 시 분까지 분간 진행된 교신 녹취록에는 당시 침몰 중인 세월호의 급박한 상황이 담겨 있다 시 분 진도가 세월호 귀선 지금 침몰 중입니까라고 묻자 세월호는 네 그렇습니다 해경 빨리 좀 부탁드리겠습니다라고 답했다 진도는 곧바로 세월호 인근에 있는 유조선둘라에이스에 세월호가 침몰 중에 있습니다 그쪽으로 가셔서 구조 부탁드리겠습니다라고 요청했다 시 분부터 상황이 심각해졌다 진도가 세월호의 침수 상태를 묻자 세월호는 지금 도 이상 좌현으로 기울어져 사람이 좌우로 움직일 수 없는 상태이며 선원도 라이프 재킷구명조끼 입고 대기하라고 했지만 입었는지 확인도 불가능한 상태라고 말했다 하지만 양측이 교신을 하는 동안 사고 상황을 전하는 데에만 시간을 소진하고 정작 중요한 결정인 승객들을 배에서 탈출시키라는 결정은 하지 않았다 진도는 위급함을 알리는 세월호에 대해 인명 탈출은 선장님이 직접 판단하셔서 우리가 그쪽 상황을 모르기 때문에라고 말했다 이 시각은 세월호가 배가 도 이상 좌현으로 기울어져 사람이 좌우로 움직일 수 없는 상태라고 진도에 이미 알린 상황이었지만 진도는 상황을 잘 몰라서라는 말로 책임을 회피했다는 비판을 받을 수밖에 없다 시간이 지날수록 상황은 위급해지는데 연안 는 승객들에게 구명동의 착용하도록 하세요시 분 라이프링구명환이라도 착용시키고 띄우십시오 빨리시 분라는 말만 반복했다 ◇승객 안전은 언급하지 않고 승무원 구출만 챙겨 교신록을 보면 세월호는 선원의 안전을 우선시한 것으로 의심된다 선원들도 브리지함교에 모여서 거동이 움직일 수 없는 상태입니다 빨리 와 주시기 바랍니다시 분라는 대목에서다 탑승객을 배제한 채 승무원이 구명조끼 착용 여부만 언급하고 침몰 당시 꼭지점처럼 솟아 안전한 브리지함교에 대부분 모인 정황이 드러난 것이다 세월호는 시 분 침수상태를 묻는 진도에 선원도 라이프재킷구명조끼 입고 대기하라고 했는데 확인이 안된다고 했다 탑승객의 구명조끼 등 착용 여부는 언급하지 않았다 교신한 세월호 승조원은 등 항해사 강원식이었다 세월호는 또 인근 해역에 있는 유조선 둘라에이스가 시 분부터 시 분까지 승객들이 탈출하면 구하겠다는 교신을 네 차례나 묵살하고 있다가 오전 시 분에야 탑승객에게 뛰어내리라는 안내방송을 했다 이 때문에 다수의 탑승객은 구명조끼까지 입고도 선내에만 있다가 바닷물에 잠겼다 사고 당시 세월호와 진도의 긴박한 교신 내용은 진도 앞바다에 배를 띄운 다른 배에서도 청취했다 강수영 섬사랑호 선장은 그렇게 다급한 상황에서 세월호가 결정적인 판단 여부를 관제센터에 물어봐서 놀랍기도 하고 의아하기도 했다고 말했다 
18, 세월호 침몰에 스타들이 기부에 참여하는 등 선행이 이어지고 있다 지난 일 배우 송승헌은 세월호 침몰 사고의 유족과 현지 구조활동을 돕기 위해 구세군에 억 원을 기부했다 이를 본 배우 온주완 역시 승헌 형이 먼저 좋은 일을 하신 것에 비하면 터무니 없는 금액이지만 힘들 때 나누는 일이 꼬리를 물어야 된다고 생각해 전화를 드리게됐다며 구세군을 통해 만 원을 기부하는 선행을 보였다 또한 일 송혜교와 강동원 유아인이 소속된 는 이불과 생필품을 제공한 사실 역시 인터넷 커뮤니티를 통해 전해져 눈길을 끌었다 이에 소속사 측은 현장에서 가장 필요한 것이 무엇일까 고민하다 실질적 도움을 주기 위해 이 같은 결정을 했다고 밝혔다 영국 출신 가수인 코니 탤벗 역시 일 진행되는 코니와 친구들의 행복한 콘서트 수익금을 여객선 사고와 관련해 기부할 예정이다 배우 정동남 박인영과 개그맨 곽정구는 직접 진도로 자원봉사를 나서기도 했다 세월호 침몰 스타들의 선행 모습에 누리꾼들은 세월호 침몰 연예인들이 앞장 서서 나서주는 건 보기좋다 세월호 침몰 일본 대지진에만 기부한 연예인들 기억나네 세월호 침몰 좋은 뜻에 동참해주셔서 감사합니다 등의 반응을 보였다 
19, 배우 주상욱이 세월호 침몰 사고에 깊은 애도를 표하며 천만원을 기탁했다 일 한국구세군사령관 박종덕은 한 매체를 통해 주상욱이 오늘 오후 긴급구호를 위해 써달라며 자선냄비본부에 천만원을 기부했다고 밝혔다 주상욱이 주연을 맡고 있는 드라마 앙큼한 돌싱녀 출연진도 백만원을 구세군에 기부해 귀감이 되고 있다 또한 주상욱은 세월호 침몰 사고로 슬픔에 빠진 유족들을 위로하기 위해 미리 예정돼 있던 앙큼한 돌싱녀 개별 인터뷰 일정도 취소했다 한편 세월호 침몰 사고 실종자 구조 작업에 다이빙벨을 활용하는 방안은 무산됐다 일 오후 시 현재 구조 현황은 사망 명 구조 명 실종 명이다 
20, 세월호 침몰 희생자와 가족을 위해 억원 기부를 약속한 류현진 다저스이 자선 팬사인회 수익도 기부한다 류현진은 일한국시간 미국 캘리포니아주 로스앤젤레스 다저스타디움에서 벌어진 애리조나 다이아몬드백스와의 경기 전 비바 로스 다저스 행사에 참석해 자선 팬사인회를 가졌다 이날 팬사인회는 각자 자유롭게 기부금을 낸 팬들에게 류현진이 사인을 해주는 방식으로 진행됐다 분 가량 진행된 이 날 행사엔 수백여명의 다저스 팬들이 몰렸다 류현진은 이번 팬사인회에서 받은 기부금 전액을 세월호 피해자들에 전달할 예정이다 다저스 구단 공식 트위터는 류현진의 사인회 사진을 게재하며 류현진이 세월호 희생자 돕기 기금 마련을 위해 사인회를 열었다고 전했다 한편 류현진은 오는 일 필라델피아 필리스를 상대로 홈구장 첫 승에 도전한다 메이저리그 공식 홈페이지 은 오는 일한국시간 다저스타디움에서 열리는 다저스와 필라델피아의 경기에 류현진이 선발 투수로 등판할 예정이라고 일 밝혔다 류현진은 올 시즌 경기에 나와 승패 평균자책점 을 기록하고 있다 원정경기에서 승을 거두며 펄펄 날고 있지만 한 차례 있었던 지난 일 홈경기 등판에선 샌프란시스코 타선을 상대로 이닝 동안 피안타 실점자책으로 첫 패배를 당했었다 류현진과 필라델피아와의 대결은 올해 처음이다 지난해에는 한 차례 선발로 나서 이닝 피안타홈런 실점으로 호투했지만 승패없이 물러났었다 류현진의 맞대결 상대는 년 연속 두 자릿수 승리에 도전하는 베테랑 버넷이 예고된 상태다 
