,x
11, 세월호 참사에 엔터테인먼트 양현석 대표와 이종격투기 선수 겸 방송인이 기부금을 전달했다 일 엔터테인먼트에 따르면 양현석 대표가 세월호 참사 희생자들을 위해 성금 억 원을 기부한다고 밝혔다 양현석 대표는 세상 그 어떤 말로도 자녀를 잃은 유가족을 위로할 수는 없을 것이라며 성금이 유가족들에 잘 전달되길 신신당부한 것으로 알려졌다 같은날 추성훈의 기부 소식 역시 전해졌다 경기도 안산시 복지정책과는 지난 일 추성훈이 소속사를 통해 여객선 세월호 침몰로 전국민이 시름에 빠져 있어 안타깝다며 세월호 피해자들을 위해 써달라고 시청에 만 원을 기부한 것으로 전해졌다 앞서 추성훈의 아내인 야노시호 역시 같은 아이를 키우는 부모로서 가슴이 찢어지는 것 같은 기분입니다 돌아가신 분들의 명복과 한시라도 빠른 구출 승객의 안부를 기도한다며 애도를 전한 바 있다 추성훈의 기부금은 세월호 침몰 사고 피해자생존 실종 사망 중 기초생활보장 수급자 명에게 지급될 예정으로 알려졌다 세월호 양현석과 추성훈의 기부 소식에 누리꾼들은 세월호 기부 양현석 추성훈 씨도 하셨네요 세월호 기부 양현석 추성훈 등 많은 분들이 하고 있는만큼 돈이 투명하게 쓰이길 세월호 기부 저도 소액이라도 해야겠어요 등의 반응을 보였다 
12, 세월호 참사에 양현석 기부 소식이 전해졌다 일 양현석 엔터테인먼트 대표가 세월호 참사 희생자들을 위해 성금 억 원을 기부하기로 결정했다 양현석 대표를 비롯한 전체가 희생자들을 애도하고 어떻게 도울 수 있을지 고민하다 이와 같은 결정을 내린 것으로 알려졌다 특히 양현석 대표는 세상 그 어떤 말로도 자녀를 잃은 유가족을 위로할 수는 없을 것이라는 말과 성금 억 원이 세월호 유가족들에 잘 전달될 수 있도록 신신당부한 것으로 전해졌다 세월호 양현석 기부 소식을 접한 누리꾼들은 세월호 양현석 기부 진짜 대단하다 세월호 양현석 기부 억원이라니 점점 금액이 커지는 듯 세월호 양현석 기부 진짜 유가족들에게 꼭 전달 잘 되길 등의 반응을 보였다 
13, 세월호 침몰 참사에 양현석 억 기부와 추성훈 천만원 기부소식이 전해져 화제다 일 엔터테인먼트 측은 양현석 대표가 세월호 참사 희생자들을 위해 성금 억 원을 기부하기로 결정했다고 밝혔다 양현석 대표를 비롯한 전체가 희생자들을 애도하고 어떻게 도울 수 있을지 고민하다 이와 같은 결정을 내린 것으로 알려졌다 특히 양현석 대표는 세상 그 어떤 말로도 자녀를 잃은 유가족을 위로할 수는 없을 것이라는 말과 성금 억 원이 세월호 유가족들에 잘 전달될 수 있도록 신신당부한 것으로 전해졌다 또한 추성훈 천만원 기부 소식 역시 전해졌다 일 경기도 안산시 복지정책과는 추성훈이 지난 일 소속사를 통해 피해자들을 위해 써달라며 시청에 기부금 만 원을 전달했다고 밝혔다 추성훈은 여객선 세월호 침몰로 전국민이 시름에 빠져 있어 안타깝다고 말한 것으로 알려졌다 추성훈의 기부금은 세월호 침몰 사고 피해자생존 실종 사망 중 기초생활보장 수급자 명에게 지급될 예정으로 알려졌다 세월호 양현석 억 기부와 추성훈 천만원 기부 소식을 접한 누리꾼들은 세월호 양현석 억 기부 추성훈 천만원 기부 진짜 대단하다 세월호 양현석 억 기부 추성훈 천만원 기부 왜 정치인들은 기부 안해요 세월호 추성훈 천만원 기부 양현석 억 기부 진짜 유가족들에게 꼭 전달 잘 되길 등의 반응을 보였다 
14, 세월호 참사에 배우 이켠이 소신발언을 해 눈길을 끈다 일 이켠은 자신의 트위터에 이게 맞잖아요 국민이 언제나 가장 첫 번째입니다 이제 열흘째가 되어가네요 밤이 무섭고 아침이 두렵네요라는 글과 함께 한 장의 사진을 게재했다 이켠이 게재한 사진은 영화 변호인의 한 장면 송강호가 대한민국 주권은 국민에 있고 모든 권력은 국민으로부터 나온다 국가란 국민입니다는 발언을 하는 부분이다 세월호 참사 이켠 발언을 접한 누리꾼들은 세월호 참사 정말 국가란 국민인데 왜 세월호 참사 이번 일을 계기로 한국이 싫어진다 정말 세월호 참사 알면 알수록 모르겠다 등의 반응을 보였다 한편 이켠은 자신의 트위터 프로필을 하나의 움직임이 큰 기적을이라는 글귀가 적힌 노란리본으로 변경하며 노란리본달기 캠페인에 동참했다 
15, 미쓰에이 수지가 세월호 침몰 사고 성금 천만 원을 익명으로 기부한 사실이 뒤늦게 알려져 화제다 수지는 지난 일 생명나눔실천 광주전남본부 측에 세월호 침몰 사고 피해자들을 위해 써달라고 천만 원을 기부했다 수지의 기부금은 사랑의 열매 사회복지공동모금회 광주지회에 전달했으며 희생자 유가족을 위한 생필품 지원 등에 우선 사용한 뒤 유족 대표 등과 협의를 거쳐 피해가 가족을 위해 쓰일 예정이다 수지 측 관계자에 따르면 수지는 소아함 환우들을 위해 매년 천만 원씩 해당 단체에 기부해 왔으며 이번에는 세월호 희생자들을 위해 더 큰 마음을 조용히 전달하고 싶었던 것으로 알려졌다 또한 수지 소속사는 수지는 예전부터 기부 사실이 알려지는 것을 원하지 않았고 이번에도 어머니와 상의한 끝에 소속사에도 알리지 않고 익명으로 기부했다고 밝혔다 한편 수지 외에도  준호 엠블랙 이준 배우 박신혜 정일우 김수현 오연서 송승헌 주상욱 차승원 온주완 추성훈 양현석 강호동 김연아 선수 류현진 선수 등 수많은 스타들이 기부 행렬에 동참했다 
16, 세월호 노란리본달기 캠페인에 틴탑 엘조 역시 동참했다 최근 엘조는 자신의 트위터 프로필을 희망을 잃지말길이라는 글귀가 적힌 노란리본 그림으로 변경했다 이는 등을 통해 확산되고 있는 노란리본달기 캠페인에 동참한 것 앞서 엘조는 자신의 트위터에 지난 일 한국을 위해 기도해달라는 뜻의 해시태그인 를 게재하며 세월호 침몰 참사에 애도를 전했었다 세월호 노란리본달기 캠페인 틴탑 엘조 참여 모습을 본 누리꾼들은 세월호 노란리본달기 캠페인 많은 사람들이 한 만큼 기적이 있길 세월호 노란리본달기 캠페인 하늘까지 간절함 닿길 세월호 노란리본달기 캠페인 제발 하늘에서는 행복하길 등의 반응을 보였다 
17, 세월호 노란리본달기 캠페인에 블락비 지코가 동참했다 최근 블락비의 리더 지코는 자신의 트위터 프로필 사진을 희망을 잃지 말길이라는 글귀가 새겨진 노란리본으로 변경하며 노란리본달기 캠페인에 동참했다 지코가 속한 블락비는 일 컴백을 예고했으나 지난 일 세월호 참사로 인해 컴백을 연기하며 세월호 참사에 애도를 전한 바 있다 세월호 노란리본달기 캠페인 지코 동참 모습을 본 누리꾼들은 세월호 노란리본달기 캠페인 블락비 컴백도 미루고 노란리본도 달았고 세월호 노란리본달기 캠페인 많은 분들이 참여해서 좋다 세월호 노란리본달기 캠페인 진짜 희망을 잃지 말아요 등의 반응을 보였다 
18, 세월호 노란리본달기 캠페인에 소녀시대 수영과 제시카가 동참했다 지난 일 수영은 자신의 인스타그램에 별다른 글을 작성하지 않고 하나의 작은 움직임이 큰 기적을이라는 글귀가 적힌 노란리본 사진을 게재했다 이어 제시카 역시 지난 일 자신의 웨이보 프로필 사진을 희망을 잃지말길이라는 글귀가 적힌 노란리본 사진으로 변경해 세월호 노란리본달기 캠페인에 동참했다 세월호 노란리본달기 캠페인에 동참한 제시카와 수영 모습에 누리꾼들은 세월호 노란리본달기 캠페인 진짜 많은 사람들이 참여하는구나 세월호 노란리본달기 캠페인 카톡 보면 온통 노란 물결 세월호 노란리본달기 캠페인 이렇게 많은 사람이 바라는데 기적은 없을까 등의 반응을 보였다 
19, 이종격투기 선수 겸 방송인 추성훈이 세월호 참사에 기부금을 전달했다 일 경기도 안산시 복지정책과는 추성훈이 지난 일 소속사를 통해 피해자들을 위해 써달라며 시청에 기부금을 전달했다고 밝혔다 추성훈은 여객선 세월호 침몰로 전국민이 시름에 빠져 있어 안타깝다고 말한 것으로 알려졌다 추성훈의 아내인 야노시호 역시 사고 다음날인 지난 일 자신의 블로그를 통해 같은 아이를 키우는 부모로서 가슴이 찢어지는 것 같은 기분입니다 돌아가신 분들의 명복과 한시라도 빠른 구출 승객의 안부를 기도합니다라는 글로 애도를 전한 바 있다 추성훈의 기부금은 세월호 침몰 사고 피해자생존 실종 사망 중 기초생활보장 수급자 명에게 지급될 예정으로 알려졌다 세월호 추성훈 기부 소식에 누리꾼들은 세월호 기부 추성훈 씨도 하셨네요 세월호 기부 많은 분들이 하고 있는만큼 돈이 투명하게 쓰이길 세월호 기부 저도 소액이라도 해야겠어요 등의 반응을 보였다 
20, 세월호 참사에 엔터테인먼트 양현석 대표 기부 소식이 전해져 화제다 일 엔터테인먼트 양현석 대표는 세월호 참사 희생자들을 위해 성금 억 원을 기부하기로 결정했다 양현석 대표를 비롯한 전체가 희생자들을 애도하고 어떻게 도울 수 있을지 고민하다 이와 같은 결정을 내린 것으로 알려졌다 특히 양현석 대표는 세상 그 어떤 말로도 자녀를 잃은 유가족을 위로할 수는 없을 것이라는 말과 성금 억 원이 세월호 유가족들에 잘 전달될 수 있도록 신신당부한 것으로 전해져 눈길을 끌었다 세월호 양현석 기부 소식을 접한 누리꾼들은 세월호 양현석 기부 진짜 대단하다 세월호 양현석 기부 억원이라니 점점 금액이 커지는 듯 세월호 양현석 기부 진짜 유가족들에게 꼭 전달 잘 되길 등의 반응을 보였다 
21, 세월호 참사에 억원을 기부한 배우 김수현이 노란리본달기 캠페인에도 동참했다 지난 일 김수현 소속사 키이스트에 따르면 김수현이 안산단원고등학교에 위로와 지원의 뜻을 담아 억 기부금을 전달할 예정이라고 밝혔다 소속사 측은 김수현이 어떤 식으로 단원고 학생들에게 위로의 뜻을 전할 수 있을지 스스로 고민을 많이 해왔다고 밝히며 남아있는 단원고 학생들도 상처가 클 것 같아 회복에 보탬이 되고 싶어했다 스스로 고민한 끝에 단원고에 기부하고 싶다고 회사 측에 얘기했다고 단원고에 기부하게 된 배경을 설명했다 또한 김수현은 자신의 공식홈페이지를 통해 노란리본달기 캠페인에도 동참해 눈길을 끈다 김수현의 공식홈페이지 하단에는 우리 모두의 마음이 하늘에 닿길 기원합니다라는 글귀가 적힌 노란리본 배너가 달려있다 세월호 참사 김수현 기부와 노란리본달기 캠페인 동참 모습을 본 누리꾼들은 세월호 참사 김수현 노란리본달기 캠페인까지 참여하다니 훈훈하네 세월호 노란리본달기 캠페인 이러니 김수현이 대세구나 세월호 김수현 기부에 이어 노란리본달기 캠페인까지 진짜 좋았는데 더 좋아질 것 같다 등의 반응을 보였다 
22, 세월호 노란리본달기 캠페인에 배우 김수현이 동참했다 최근 김수현은 자신의 공식사이트를 통해 노란리본달기 캠페인에도 동참했다 김수현의 공식사이트 하단에는 우리 모두의 마음이 하늘에 닿길 기원합니다라는 글귀가 적힌 노란리본 배너가 달려있다 앞서 김수현은 지난 일 소속사를 통해 안산단원고등학교에 억원을 기부한 것이 알려지며 더욱 눈길을 끈다 김수현 소속사는 김수현이 어떤 식으로 단원고 학생들에게 위로의 뜻을 전할 수 있을지 스스로 고민을 많이 해왔다고 밝히며 남아있는 단원고 학생들도 상처가 클 것 같아 회복에 보탬이 되고 싶어했다 스스로 고민한 끝에 단원고에 기부하고 싶다고 회사 측에 얘기했다고 덧붙였다 세월호 참사 김수현 기부와 노란리본달기 캠페인 동참 모습을 본 누리꾼들은 세월호 참사 김수현 노란리본달기 캠페인까지 참여하다니 훈훈하네 세월호 노란리본달기 캠페인 이러니 김수현이 대세구나 세월호 김수현 기부에 이어 노란리본달기 캠페인까지 진짜 좋았는데 더 좋아질 것 같다 등의 반응을 보였다 
23, 임형주 천개의 바람이 되어를 세월호 참사 추모곡으로 헌정했다 일 임형주 소속사 디지엔콤은 임형주 천개의 바람이 되어를 세월호 추모곡으로 헌정했다 오는 월 일 한국어버전으로 앨범을 발매할 예정이다라고 밝혔다 임형주 천개의 바람이 되어 헌정한 이유에 대해 제 노래 천개의 바람이 되어를 많은 분들이 추모곡으로 사용하시는 모습을 봤다 부족하지만 제 노래가 조금이나마 유가족들과 국민에게 작은 위로가 됐으면 좋겠다고 밝혔다 임형주 천개의 바람이 되어 세월호 추모곡 헌정 소식을 접한 누리꾼들은 임형주 천개의 바람이 되어 요즘 이 노래 들으면서 눈물을 흘리고 있습니다 세월호 추모곡으로 정말 딱인듯 가사가 정말 슬프게 들리네요 세월호 추모곡으로 헌정하다니 멋있네요 등의 반응을 보였다 한편 임형주는 천개의 바람이 되어를 통해 모인 수익금 전액을 세월호 희생자 및 유가족에게 기부할 계획이다 
24, 물티슈 기업 몽드드가 세월호 희생자를 돕기 위해 남몰래 억 원을 기부한 사실이 단체인 월드휴먼브리지대표 김병삼를 통해 알려졌다 월드휴먼브리지 관계자는 세월호 참사 희생자와 가족을 도와준 이들을 확인하는 과정에서 몽드드가 이 땅의 위대한 이름 어머니라는 이름으로 기부한 사실을 발견했다며 전 국민이 비통한 하루하루를 보내는 가운데 조금이라도 희망적인 소식이 하루빨리 들려왔으면 하는 바람이라고 전했다 몽드드는 세월호 사고를 접한 뒤 창립 주년을 맞이해 다채로운 이벤트와 기념행사를 준비해 오던 모든 행사를 전격 취소한 것으로 알려졌다 한편 김연아 김수현 박신혜 박주영 산이 등 유명인들은 물론 몽드드까지 각계각층에서 기적을 바라는 마음으로 피해가족을 위해 따뜻한 사랑의 손길을 전하고 있다 
25, 경찰청 사이버안전국은 인터넷 개인방송 사이트에서 방송을 하며 세월호 침몰 사고 희생실종자를 모욕한 혐의로 정모무직씨를 붙잡았다고 일 밝혔다 경찰에 따르면 정씨는 세월호 침몰 당일인 지난 일 인터넷 개인방송에서 수학여행을 뭐 암초 여행으로 갔나 수학여행의 수자가 물 수水자다 물을 배우러 가는 여행이다 학생들 공부는 잘하셨어요 진도 잘 따라가야죠 등의 말을 해 세월호 실종자를 모욕한 혐의를 받고 있다 그는 또 학생이 죽은 게 나랑 무슨 상관이냐며 비하하기도 했다 경찰 관계자는 희생실종자 가족에게 슬픔과 절망을 주는 행위는 끝까지 추적해 엄중히 처벌할 것이라고 말했다 
